     code  logKa         score
222  1lpg   7.09  11027.411418
223  2xbv   8.43  12379.945184
224  1z6e   9.72  11723.690529
225  1mq6  11.15   9056.946022
226  1nc3   5.00   6801.739813
227  1nc1   6.12   7592.202220
228  1y6r  10.11   7433.859778
229  4f2w  11.30   7219.356026
230  4f3c  11.82   8561.181324
231  1uto   2.27   2426.304832
232  4abg   3.57   3560.537944
233  3gy4   5.10   2810.592425
234  1k1i   6.58   9892.414658
235  1o3f   7.96   7149.707866
236  2yge   5.06  13507.541430
237  2fxs   6.06   8112.595077
238  2iwx   6.68   7472.868450
239  2wer   7.05   7407.294262
240  2vw5   8.52  11831.564130
241  4kzq   6.10   5901.931658
242  4kzu   6.50   5931.527814
243  4j21   7.41   6705.079977
244  4j3l   7.80   8107.879995
245  3kr8   8.10   7363.480913
246  2ymd   3.16   4080.463263
247  2wnc   6.32   7020.064658
248  2xys   7.42   9143.309302
249  2wn9   8.52   7317.234629
250  2x00  11.33  13502.802452
251  3ozt   4.13   9699.916639
252  3ozs   5.33  10446.630466
253  3oe5   6.88   9812.062730
254  3oe4   7.47  10246.331742
255  3nw9   9.00  12088.532450
256  3ao4   2.07   4699.090097
257  3zt2   2.84   6193.066758
258  3zsx   3.28   7791.170858
259  4cig   3.67   6926.919173
260  3zso   5.12   9586.829954
261  3n7a   3.70   3936.351015
262  4ciw   4.82   5577.153746
263  3n86   5.64   9041.241679
264  3n76   6.85   8788.342405
265  2xb8   7.59   8514.741057
266  4bkt   3.62   4361.855395
267  4w9c   4.65   6939.395194
268  4w9l   5.02   9685.343433
269  4w9i   5.96   8118.159930
270  4w9h   6.73   8483.285613
271  3nq9   4.03   2501.726719
272  3ueu   5.24   4502.734343
273  3uev   5.89   4771.329742
274  3uew   6.31   5123.074197
275  3uex   6.92   6374.933238
276  3lka   2.82   3654.853705
277  3ehy   5.85   5379.699942
278  3tsk   7.17  12089.434235
279  3nx7   8.10   6594.764880
280  4gr0   9.55  14181.914175
281  3dxg   2.40   4410.573490
282  3d6q   3.76   4493.098538
283  1w4o   5.22   4912.202480
284  1o0h   5.92   7215.126152
285  1u1b   7.80  10157.228792

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.41 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.617
Standard deviation in fitting (SD) = 1.71
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmr5_fmc15_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmr5_fmc15-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
