     code  logKa         score
240  4f3c  11.82   7355.837708
241  1uto   2.27   2250.635047
242  4abg   3.57   3225.595216
243  3gy4   5.10   2629.208758
244  1k1i   6.58   7562.756164
245  1o3f   7.96   5892.234332
246  2yge   5.06  10712.273411
247  2fxs   6.06   6806.513810
248  2iwx   6.68   6710.933687
249  2wer   7.05   6584.029896
250  2vw5   8.52   9617.175990
251  4kzq   6.10   5207.630333
252  4kzu   6.50   5307.985812
253  4j21   7.41   5883.903519
254  4j21   7.41   5879.871281
255  4j3l   7.80   6800.458303
256  3kr8   8.10   6261.677961
257  2ymd   3.16   3800.878370
258  2wnc   6.32   5991.580874
259  2xys   7.42   7829.262873
260  2wn9   8.52   6062.099730
261  2x00  11.33  10774.448953
262  3ozt   4.13   8077.712786
263  3ozs   5.33   8728.962533
264  3oe5   6.88   8301.976216
265  3oe4   7.47   8660.556690
266  3nw9   9.00  10129.249113
267  3ao4   2.07   4197.994749
268  3zt2   2.84   5590.562837
269  3zsx   3.28   6950.218547
270  4cig   3.67   7479.405550
271  3zso   5.12   8845.015518
272  3zso   5.12   8845.015518
273  3n7a   3.70   3626.841513
274  4ciw   4.82   4895.358141
275  3n86   5.64   7641.208125
276  3n76   6.85   7431.817776
277  2xb8   7.59   7183.396389
278  4bkt   3.62   3845.762826
279  4w9c   4.65   5721.920014
280  4w9l   5.02   7970.998811
281  4w9l   5.02   7931.543990
282  4w9i   5.96   6877.692805
283  4w9h   6.73   7035.248251
284  3nq9   4.03   2178.107074
285  3ueu   5.24   3713.545654
286  3uev   5.89   3969.724754
287  3uew   6.31   4194.593424
288  3uex   6.92   5164.706023
289  3lka   2.82   3331.344405
290  3ehy   5.85   4687.338626
291  3tsk   7.17   9644.452646
292  3nx7   8.10   5699.441238
293  4gr0   9.55  11570.053665
294  3dxg   2.40   4363.793550
295  3d6q   3.76   4441.234995
296  1w4o   5.22   4314.538307
297  1o0h   5.92   6135.230461
298  1u1b   7.80  10164.088977

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.16 * Score
Number of favorable sample (N) = 298
Pearson correlation coefficient (R) = 0.617
Standard deviation in fitting (SD) = 1.71
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmsd_fmc13_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,298,2);
for(i in 1:298);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmsd_fmc13-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
