     code  logKa         score
77   3cj4   6.51   4946.900334
78   4eo8   8.15   5873.936604
79   3gnw   9.10  11068.915961
80   1gpk   5.37   5314.931648
81   1gpn   6.48   5711.610287
82   1h23   8.35   9734.533322
83   1h22   9.10   9081.954493
84   1e66   9.89   6079.912470
85   3f3a   4.19   4165.694602
86   3f3c   6.02   3830.436394
87   4mme   6.50   5653.534141
88   3f3d   7.16   2537.602964
89   3f3e   7.70   2588.246158
90   2wbg   4.45   6049.277435
91   2cbv   5.48   3382.483863
92   2j78   6.42   3851.300603
93   2j7h   7.19   2842.733667
94   2cet   8.02   6363.069070
95   3udh   2.85   3591.222874
96   3rsx   4.41   3420.602846
97   4djv   6.72   6860.122863
98   2vkm   8.74  12011.390498
99   4gid  10.77  12249.047214
100  4jfs   5.27   3970.501655
101  4jfs   5.27   3949.410686
102  4j28   5.70   3785.791513
103  2wvt   6.12   3459.733687
104  2xii   7.20   6489.594871
105  4pcs   7.85   3446.728284
106  3rr4   4.55   4596.707911
107  1s38   5.15   3353.618129
108  1r5y   6.46   3128.504132
109  3gc5   7.26   5225.486654
110  3ge7   8.70   6229.025396
111  4dli   5.62   4987.770337
112  2zb1   6.32   6434.170752
113  4f9w   6.94   6156.736647
114  3e92   8.00   6700.337078
115  3e93   8.85   9254.365842
116  4owm   2.96   1955.102211
117  3twp   3.92   1935.004945
118  3r88   4.82   2768.246026
119  4gkm   5.17   4217.811598
120  3qqs   5.82   4407.759258
121  3gv9   2.12   2516.175240
122  3gv9   2.12   2515.087685
123  3gr2   2.52   2587.468163
124  4kz6   3.10   3312.683526
125  4jxs   4.74   4808.287122
126  2r9w   5.10   6257.063622
127  2hb1   3.80   3245.284230
128  1bzc   4.92   5225.255952
129  1bzc   4.92   5290.401221
130  2qbr   6.33   5915.503286
131  2qbq   7.44   6395.326947
132  2qbp   8.40   7370.398315
133  1q8t   4.76   4609.870751
134  1ydr   5.52   5594.349653
135  1q8u   5.96   5974.014746
136  1ydt   7.32   7480.169088
137  3ag9   8.05  10514.548939
138  3fcq   2.77   3402.153148
139  3fcq   2.77   3434.223220
140  1z9g   5.64   3917.095501
141  1qf1   7.32   6319.748420
142  5tmn   8.04   7373.295980
143  4tmn  10.17   9049.737951
144  4ddk   2.29   3061.934305
145  4ddh   3.32   3871.526528
146  3ivg   4.30   6976.179915
147  3coz   5.57   8034.361648
148  3coy   6.02   8413.201241
149  3pxf   4.43   3284.606289
150  4eor   6.30   6706.278668
151  2xnb   6.83   6886.772440
152  1pxn   7.15   5596.147523
153  2fvd   8.52   7598.346708
154  4k77   6.63   4745.455589
155  4e5w   7.66   7238.907297
156  4ivb   8.72   6039.707256
157  4ivd   9.52   6533.223288
158  4ivc  10.00   6351.506522
159  4f09   6.70   4733.802404
160  4gfm   7.22   4685.603874
161  4hge   7.92   6445.679649
162  4e6q   8.36   5904.333174
163  4jia   9.22   6107.067893
164  2brb   4.86   5436.343080
165  2br1   5.14   6579.626416
166  3jvr   5.72   3515.635318
167  3jvs   6.54   4662.931426
168  1nvq   8.25   9423.627490
169  3acw   4.76   5270.572455
170  4ea2   6.44   6245.272527
171  2zcr   6.87   7107.909808
172  2zy1   7.40   6408.921786
173  2zcq   8.82   6282.566518
174  1bcu   3.28   3414.665672
175  3bv9   5.36   9145.064930
176  1oyt   7.24   7349.667085
177  2zda   8.40   6806.620453
178  3utu  10.92   9674.380657
179  3u9q   4.38   2884.627953
180  2yfe   6.63   5906.466255
181  3fur   8.00   7535.243980
182  3b1m   8.48   9178.393303
183  2p4y   9.00  10035.952700
184  3uo4   6.52   6852.150298
185  3up2   7.40   6762.236433
186  3e5a   8.23   7592.124462
187  2wtv   8.74   8274.392737
188  3myg  10.70   5835.137632
189  3kgp   2.57   2601.287205
190  1c5z   4.01   2183.769866
191  1o5b   5.77   3058.547343
192  1owh   7.40   5007.965565
193  1sqa   9.21   6064.823759
194  4jsz   2.30   1608.318982
195  3kwa   4.08   3472.589968
196  2weg   6.50   3117.358693
197  3ryj   7.80   4626.712162
198  3dd0   9.00   3946.529915
199  2xdl   3.10   4420.576343
200  3b27   5.16   4195.828838
201  1yc1   6.17   7498.886758
202  3rlr   7.52   6245.018163
203  3rlr   7.52   6280.542506
204  3rlr   7.52   6279.274337
205  2yki   9.46   9252.140478
206  1z95   7.12   8348.543816
207  3b68   8.40   8931.724615
208  3b5r   8.77   8181.392998
209  3b65   9.27   7220.421449
210  3g0w   9.52   6947.536082
211  4u4s   2.92   3759.076259
212  1p1q   4.89   3707.729715
213  1syi   5.44   4691.768745
214  1p1n   6.80   4334.338384
215  2al5   8.40   4470.503298
216  3g2z   2.36   2773.867894
217  3g31   2.89   2267.887469
218  4de2   4.12   5322.997102
219  4de3   5.52   4750.321422
220  4de1   5.96   5079.681910
221  1vso   4.72   4904.510412
222  4dld   5.82   6078.836275
223  3gbb   6.90   5286.754417
224  3fv2   8.11   6060.323203
225  3fv1   9.30   6315.752931
226  4mgd   4.69   5136.822322
227  2qe4   7.96   6311.604504
228  1qkt   9.04   5361.419712
229  2pog   9.54   5757.847145
230  2p15  10.30   9081.491542
231  2y5h   5.79   6636.329333
232  1lpg   7.09   7973.282670
233  2xbv   8.43   8574.465273
234  1z6e   9.72   7935.694067
235  1mq6  11.15   7722.294476
236  1nc3   5.00   5401.190169
237  1nc1   6.12   5869.194809
238  1y6r  10.11   5803.356980
239  4f2w  11.30   5646.893392
240  4f3c  11.82   6473.461233
241  1uto   2.27   2072.823683
242  4abg   3.57   2912.330543
243  3gy4   5.10   2436.358196
244  1k1i   6.58   6395.201229
245  1o3f   7.96   5076.613177
246  2yge   5.06   9033.173622
247  2fxs   6.06   6008.359270
248  2iwx   6.68   5965.370568
249  2wer   7.05   5822.343540
250  2vw5   8.52   8088.935950
251  4kzq   6.10   4688.385551
252  4kzu   6.50   4778.364254
253  4j21   7.41   5229.563116
254  4j21   7.41   5239.086478
255  4j3l   7.80   5968.695823
256  3kr8   8.10   5554.078540
257  2ymd   3.16   3509.778799
258  2wnc   6.32   5230.505068
259  2xys   7.42   6784.356849
260  2wn9   8.52   5163.352764
261  2x00  11.33   9025.302438
262  3ozt   4.13   7094.307092
263  3ozs   5.33   7678.092970
264  3oe5   6.88   7338.235677
265  3oe4   7.47   7567.488379
266  3nw9   9.00   8803.668861
267  3ao4   2.07   3805.184088
268  3zt2   2.84   4965.940422
269  3zsx   3.28   5950.923015
270  4cig   3.67   6416.887408
271  3zso   5.12   7530.720732
272  3zso   5.12   7530.720732
273  3n7a   3.70   3293.889096
274  4ciw   4.82   4353.156644
275  3n86   5.64   6690.782209
276  3n76   6.85   6456.686220
277  2xb8   7.59   6213.911441
278  4bkt   3.62   3452.025258
279  4w9c   4.65   4978.020191
280  4w9l   5.02   6883.184655
281  4w9l   5.02   6868.419028
282  4w9i   5.96   6021.558005
283  4w9h   6.73   6154.309935
284  3nq9   4.03   1948.742753
285  3ueu   5.24   3251.036877
286  3uev   5.89   3451.333233
287  3uew   6.31   3657.789392
288  3uex   6.92   4423.386422
289  3lka   2.82   3018.780629
290  3ehy   5.85   4128.632041
291  3tsk   7.17   8300.845516
292  3nx7   8.10   5000.468960
293  4gr0   9.55   9965.149102
294  3dxg   2.40   3884.596024
295  3d6q   3.76   3949.784484
296  1w4o   5.22   3824.129538
297  1o0h   5.92   5386.366318
298  1u1b   7.80   8534.763549

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 2.94 * Score
Number of favorable sample (N) = 298
Pearson correlation coefficient (R) = 0.620
Standard deviation in fitting (SD) = 1.71
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmsd_fmc12_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,298,2);
for(i in 1:298);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmsd_fmc12-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
