     code  logKa         score
126  1q8t   4.76   5308.411892
127  1ydr   5.52   6440.253211
128  1q8u   5.96   6956.111242
129  1ydt   7.32   8838.477812
130  3ag9   8.05   8327.629854
131  3fcq   2.77   3763.669881
132  1z9g   5.64   4477.171053
133  1qf1   7.32   7215.820495
134  5tmn   8.04   8337.990765
135  4tmn  10.17   6876.004893
136  4ddk   2.29   3339.908677
137  4ddh   3.32   4329.842343
138  3ivg   4.30   6744.112090
139  3coz   5.57   9263.572119
140  3coy   6.02   9722.192640
141  3pxf   4.43   3199.894553
142  4eor   6.30   7776.647932
143  2xnb   6.83   7982.463243
144  1pxn   7.15   6439.755475
145  2fvd   8.52   8852.484062
146  4k77   6.63   5364.303767
147  4e5w   7.66   8319.198931
148  4ivb   8.72   6962.977597
149  4ivd   9.52   7497.042623
150  4ivc  10.00   7237.455857
151  4f09   6.70   5381.074965
152  4gfm   7.22   5294.617256
153  4hge   7.92   7446.331468
154  4e6q   8.36   6776.505576
155  4jia   9.22   7007.790378
156  2brb   4.86   6216.710004
157  2br1   5.14   7531.856372
158  3jvr   5.72   3930.379401
159  3jvs   6.54   5245.695381
160  1nvq   8.25  11155.132849
161  3acw   4.76   5567.070331
162  4ea2   6.44   7235.753562
163  2zcr   6.87   8059.627108
164  2zy1   7.40   7191.152459
165  2zcq   8.82   7070.080167
166  1bcu   3.28   3752.113660
167  3bv9   5.36  10846.494243
168  1oyt   7.24   8700.371607
169  2zda   8.40   7987.370622
170  3utu  10.92  11681.280291
171  3u9q   4.38   3329.309048
172  2yfe   6.63   6875.296753
173  3fur   8.00   8899.402694
174  3b1m   8.48  10900.558671
175  2p4y   9.00  11827.942949
176  3uo4   6.52   7826.841584
177  3up2   7.40   7729.548474
178  3e5a   8.23   8993.922773
179  2wtv   8.74   9724.494872
180  3myg  10.70   6599.791350
181  3kgp   2.57   2915.511585
182  1c5z   4.01   2336.183190
183  1o5b   5.77   3321.102632
184  1owh   7.40   5738.832266
185  1sqa   9.21   7105.937349
186  4jsz   2.30   1133.980088
187  3kwa   4.08   3893.177348
188  2weg   6.50   3491.519435
189  3ryj   7.80   5198.619476
190  3dd0   9.00   4588.194223
191  2xdl   3.10   4890.220625
192  3b27   5.16   4785.773137
193  1yc1   6.17   8641.531916
194  3rlr   7.52   7318.801883
195  2yki   9.46  10762.101563
196  1z95   7.12   9698.007198
197  3b68   8.40  10435.115100
198  3b5r   8.77   9544.886495
199  3b65   9.27   8357.083605
200  3g0w   9.52   8017.931371
201  4u4s   2.92   4181.900022
202  1p1q   4.89   4089.653637
203  1syi   5.44   5199.881865
204  1p1n   6.80   4928.225936
205  2al5   8.40   4963.455573
206  3g2z   2.36   2329.633987
207  3g31   2.89   2439.101895
208  4de2   4.12   6129.773024
209  4de3   5.52   5452.131160
210  4de1   5.96   5618.375721
211  1vso   4.72   5643.798763
212  4dld   5.82   7025.177814
213  3gbb   6.90   6006.054526
214  3fv2   8.11   6815.423108
215  3fv1   9.30   7141.981456
216  4mgd   4.69   5877.692480
217  2qe4   7.96   7420.154850
218  1qkt   9.04   6138.821438
219  2pog   9.54   6651.279831
220  2p15  10.30  10791.473222
221  2y5h   5.79   7796.921123
222  1lpg   7.09   8115.587198
223  2xbv   8.43   9735.274628
224  1z6e   9.72   9298.223650
225  1mq6  11.15   6509.092855
226  1nc3   5.00   6037.110913
227  1nc1   6.12   6658.946675
228  1y6r  10.11   6547.234597
229  4f2w  11.30   6372.667397
230  4f3c  11.82   7358.480180
231  1uto   2.27   2250.635047
232  4abg   3.57   3225.595216
233  3gy4   5.10   2629.254196
234  1k1i   6.58   7949.292880
235  1o3f   7.96   5892.234332
236  2yge   5.06  10798.936424
237  2fxs   6.06   6904.081530
238  2iwx   6.68   6710.933687
239  2wer   7.05   6481.416034
240  2vw5   8.52   9363.200261
241  4kzq   6.10   5224.735024
242  4kzu   6.50   5307.985812
243  4j21   7.41   5879.871281
244  4j3l   7.80   6951.800232
245  3kr8   8.10   6389.309781
246  2ymd   3.16   3782.829758
247  2wnc   6.32   5992.279027
248  2xys   7.42   7831.600626
249  2wn9   8.52   5999.161079
250  2x00  11.33  10774.448953
251  3ozt   4.13   8077.712786
252  3ozs   5.33   8728.962533
253  3oe5   6.88   8094.233433
254  3oe4   7.47   8510.578599
255  3nw9   9.00   9915.646732
256  3ao4   2.07   4226.943373
257  3zt2   2.84   5561.065994
258  3zsx   3.28   6587.420494
259  4cig   3.67   5358.638164
260  3zso   5.12   7595.781002
261  3n7a   3.70   3626.841513
262  4ciw   4.82   4890.068298
263  3n86   5.64   7641.208125
264  3n76   6.85   7387.067054
265  2xb8   7.59   7194.257852
266  4bkt   3.62   3847.439407
267  4w9c   4.65   5721.920014
268  4w9l   5.02   7931.543990
269  4w9i   5.96   6709.027218
270  4w9h   6.73   7059.899498
271  3nq9   4.03   2178.637381
272  3ueu   5.24   3741.834362
273  3uev   5.89   3905.339100
274  3uew   6.31   4194.593424
275  3uex   6.92   5205.299220
276  3lka   2.82   3320.904526
277  3ehy   5.85   4760.851526
278  3tsk   7.17   9644.452646
279  3nx7   8.10   5639.005999
280  4gr0   9.55  11303.902380
281  3dxg   2.40   3724.954961
282  3d6q   3.76   3629.248972
283  1w4o   5.22   4284.040496
284  1o0h   5.92   6072.634946
285  1u1b   7.80   6949.293409

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.04 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.624
Standard deviation in fitting (SD) = 1.70
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmr5_fmc13_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmr5_fmc13-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
