     code  logKa         score
131  2qbq   7.44   6790.196446
132  2qbp   8.40   7779.731937
133  1q8t   4.76   4872.643304
134  1ydr   5.52   5969.522889
135  1q8u   5.96   6378.761528
136  1ydt   7.32   8045.208666
137  3ag9   8.05  11855.736693
138  3fcq   2.77   3414.895589
139  3fcq   2.77   3432.943783
140  1z9g   5.64   4038.921750
141  1qf1   7.32   6676.192648
142  5tmn   8.04   7908.649612
143  4tmn  10.17   9788.668330
144  4ddk   2.29   3063.972377
145  4ddh   3.32   3944.253959
146  3ivg   4.30   7345.266345
147  3coz   5.57   8579.951171
148  3coy   6.02   8968.887713
149  3pxf   4.43   3429.485114
150  4eor   6.30   7218.734502
151  2xnb   6.83   7334.607327
152  1pxn   7.15   5966.520786
153  2fvd   8.52   8124.687577
154  4k77   6.63   4970.217035
155  4e5w   7.66   7712.543998
156  4ivb   8.72   6388.186443
157  4ivd   9.52   6955.126186
158  4ivc  10.00   6743.598826
159  4f09   6.70   5024.134222
160  4gfm   7.22   4851.384655
161  4hge   7.92   6836.066416
162  4e6q   8.36   6290.952405
163  4jia   9.22   6475.693012
164  2brb   4.86   5703.391790
165  2br1   5.14   6932.544222
166  3jvr   5.72   3625.878390
167  3jvs   6.54   4874.216660
168  1nvq   8.25  10211.231352
169  3acw   4.76   5454.420718
170  4ea2   6.44   6705.179109
171  2zcr   6.87   7396.387620
172  2zy1   7.40   6631.978269
173  2zcq   8.82   6441.023246
174  1bcu   3.28   3520.003399
175  3bv9   5.36  10130.727045
176  1oyt   7.24   8002.065030
177  2zda   8.40   7368.122844
178  3utu  10.92  10699.579295
179  3u9q   4.38   3017.463411
180  2yfe   6.63   6294.125467
181  3fur   8.00   8071.351681
182  3b1m   8.48   9931.399182
183  2p4y   9.00  10716.019708
184  3uo4   6.52   7246.406242
185  3up2   7.40   7063.375541
186  3e5a   8.23   8210.013324
187  2wtv   8.74   8871.713277
188  3myg  10.70   6175.859791
189  3kgp   2.57   2628.925642
190  1c5z   4.01   2192.451962
191  1o5b   5.77   3116.756686
192  1owh   7.40   5288.318527
193  1sqa   9.21   6541.584087
194  4jsz   2.30   1575.670598
195  3kwa   4.08   3676.855711
196  2weg   6.50   3144.692102
197  3ryj   7.80   4755.080130
198  3dd0   9.00   4134.851425
199  2xdl   3.10   4503.899522
200  3b27   5.16   4367.435662
201  1yc1   6.17   7889.392947
202  3rlr   7.52   6637.975239
203  3rlr   7.52   6672.630929
204  3rlr   7.52   6682.225533
205  2yki   9.46   9937.701543
206  1z95   7.12   8769.803789
207  3b68   8.40   9440.099463
208  3b5r   8.77   8639.111618
209  3b65   9.27   7622.137692
210  3g0w   9.52   7305.005049
211  4u4s   2.92   3854.360358
212  1p1q   4.89   3753.357426
213  1syi   5.44   4789.577902
214  1p1n   6.80   4430.198072
215  2al5   8.40   4542.092108
216  3g2z   2.36   2854.080357
217  3g31   2.89   2260.242795
218  4de2   4.12   5676.723926
219  4de3   5.52   5034.732073
220  4de1   5.96   5395.892604
221  1vso   4.72   5133.812998
222  4dld   5.82   6325.616114
223  3gbb   6.90   5433.256921
224  3fv2   8.11   6213.486170
225  3fv1   9.30   6519.173148
226  4mgd   4.69   5381.312549
227  2qe4   7.96   6749.872125
228  1qkt   9.04   5630.907275
229  2pog   9.54   6099.309981
230  2p15  10.30   9857.460254
231  2y5h   5.79   7213.449575
232  1lpg   7.09   8711.608929
233  2xbv   8.43   9252.477252
234  1z6e   9.72   8535.232554
235  1mq6  11.15   8407.628133
236  1nc3   5.00   5609.934261
237  1nc1   6.12   6166.966782
238  1y6r  10.11   6064.922743
239  4f2w  11.30   5922.398565
240  4f3c  11.82   6835.135007
241  1uto   2.27   2106.425594
242  4abg   3.57   3014.380466
243  3gy4   5.10   2466.982535
244  1k1i   6.58   6921.124125
245  1o3f   7.96   5455.022502
246  2yge   5.06   9794.399405
247  2fxs   6.06   6228.267861
248  2iwx   6.68   6143.875344
249  2wer   7.05   6029.321748
250  2vw5   8.52   8827.233270
251  4kzq   6.10   4817.110963
252  4kzu   6.50   4904.385463
253  4j21   7.41   5438.816750
254  4j21   7.41   5435.680971
255  4j3l   7.80   6269.514494
256  3kr8   8.10   5772.215074
257  2ymd   3.16   3537.541829
258  2wnc   6.32   5533.644323
259  2xys   7.42   7211.527776
260  2wn9   8.52   5584.850730
261  2x00  11.33   9905.347277
262  3ozt   4.13   7424.721258
263  3ozs   5.33   7998.270360
264  3oe5   6.88   7637.825006
265  3oe4   7.47   7982.839808
266  3nw9   9.00   9351.522040
267  3ao4   2.07   3897.439446
268  3zt2   2.84   5119.532443
269  3zsx   3.28   6363.980283
270  4cig   3.67   6863.066455
271  3zso   5.12   8098.248888
272  3zso   5.12   8098.248888
273  3n7a   3.70   3318.777587
274  4ciw   4.82   4482.066492
275  3n86   5.64   7016.823107
276  3n76   6.85   6814.767269
277  2xb8   7.59   6568.075612
278  4bkt   3.62   3573.331285
279  4w9c   4.65   5303.282950
280  4w9l   5.02   7388.080685
281  4w9l   5.02   7351.306047
282  4w9i   5.96   6373.338492
283  4w9h   6.73   6523.966814
284  3nq9   4.03   1989.518354
285  3ueu   5.24   3412.680644
286  3uev   5.89   3654.490190
287  3uew   6.31   3871.082555
288  3uex   6.92   4764.065241
289  3lka   2.82   3071.146513
290  3ehy   5.85   4285.695092
291  3tsk   7.17   8898.511459
292  3nx7   8.10   5230.324850
293  4gr0   9.55  10645.020336
294  3dxg   2.40   3991.797132
295  3d6q   3.76   4106.522091
296  1w4o   5.22   3947.848505
297  1o0h   5.92   5610.426193
298  1u1b   7.80   9255.836843

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.13 * Score
Number of favorable sample (N) = 298
Pearson correlation coefficient (R) = 0.619
Standard deviation in fitting (SD) = 1.71
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmsd_rmc13_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,298,2);
for(i in 1:298);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmsd_rmc13-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
