     code  logKa         score
100  4pcs   7.85   3108.164334
101  3rr4   4.55   4267.365997
102  1s38   5.15   3089.262751
103  1r5y   6.46   2884.451278
104  3gc5   7.26   4813.862223
105  3ge7   8.70   5811.497416
106  4dli   5.62   4591.581548
107  2zb1   6.32   5895.546095
108  4f9w   6.94   5563.243830
109  3e92   8.00   6131.567165
110  3e93   8.85   8433.594530
111  4owm   2.96   1770.807552
112  3twp   3.92   1709.124252
113  3r88   4.82   2599.925613
114  4gkm   5.17   3893.877201
115  3qqs   5.82   3879.315678
116  3gv9   2.12   2308.832683
117  3gr2   2.52   2331.164970
118  4kz6   3.10   2992.921457
119  4jxs   4.74   4282.021357
120  2r9w   5.10   5494.354953
121  2hb1   3.80   2902.285932
122  1bzc   4.92   4735.330843
123  2qbr   6.33   5256.050689
124  2qbq   7.44   5757.852392
125  2qbp   8.40   5157.168403
126  1q8t   4.76   4262.170841
127  1ydr   5.52   5033.239450
128  1q8u   5.96   5406.848765
129  1ydt   7.32   6824.154841
130  3ag9   8.05   5925.726979
131  3fcq   2.77   3094.091012
132  1z9g   5.64   3576.282391
133  1qf1   7.32   5686.102966
134  5tmn   8.04   6309.421151
135  4tmn  10.17   4862.220675
136  4ddk   2.29   2781.970536
137  4ddh   3.32   3549.516748
138  3ivg   4.30   5114.709518
139  3coz   5.57   7299.517860
140  3coy   6.02   7673.341509
141  3pxf   4.43   2495.598612
142  4eor   6.30   6107.502332
143  2xnb   6.83   6357.918615
144  1pxn   7.15   5161.964936
145  2fvd   8.52   6933.295891
146  4k77   6.63   4344.117460
147  4e5w   7.66   6634.731729
148  4ivb   8.72   5522.315711
149  4ivd   9.52   5936.824746
150  4ivc  10.00   5712.672821
151  4f09   6.70   4313.997399
152  4gfm   7.22   4265.250366
153  4hge   7.92   5873.255198
154  4e6q   8.36   5411.130435
155  4jia   9.22   5575.740072
156  2brb   4.86   4950.041027
157  2br1   5.14   5959.987316
158  3jvr   5.72   3209.525139
159  3jvs   6.54   4176.350330
160  1nvq   8.25   8509.507622
161  3acw   4.76   4532.002859
162  4ea2   6.44   5687.624390
163  2zcr   6.87   6359.128825
164  2zy1   7.40   5711.592036
165  2zcq   8.82   5535.085711
166  1bcu   3.28   3086.968074
167  3bv9   5.36   8187.366316
168  1oyt   7.24   6723.759679
169  2zda   8.40   6199.341316
170  3utu  10.92   8757.904502
171  3u9q   4.38   2675.381790
172  2yfe   6.63   5280.557292
173  3fur   8.00   6834.385026
174  3b1m   8.48   8379.003612
175  2p4y   9.00   9033.207526
176  3uo4   6.52   6121.894980
177  3up2   7.40   6101.247772
178  3e5a   8.23   7052.701188
179  2wtv   8.74   7446.873835
180  3myg  10.70   5384.505732
181  3kgp   2.57   2437.248213
182  1c5z   4.01   2027.574072
183  1o5b   5.77   2811.169553
184  1owh   7.40   4605.421533
185  1sqa   9.21   5574.042704
186  4jsz   2.30    891.791459
187  3kwa   4.08   3207.333583
188  2weg   6.50   2827.893741
189  3ryj   7.80   4133.311212
190  3dd0   9.00   3707.586710
191  2xdl   3.10   4016.584816
192  3b27   5.16   3902.986916
193  1yc1   6.17   6752.446790
194  3rlr   7.52   5656.996849
195  2yki   9.46   8444.071255
196  1z95   7.12   7444.854382
197  3b68   8.40   8063.611004
198  3b5r   8.77   7302.917473
199  3b65   9.27   6458.732789
200  3g0w   9.52   6243.560543
201  4u4s   2.92   3419.786041
202  1p1q   4.89   3397.933792
203  1syi   5.44   4269.370044
204  1p1n   6.80   3969.674488
205  2al5   8.40   4039.683116
206  3g2z   2.36   1852.895269
207  3g31   2.89   2006.290051
208  4de2   4.12   4876.185957
209  4de3   5.52   4336.998608
210  4de1   5.96   4411.332035
211  1vso   4.72   4420.559470
212  4dld   5.82   5396.596478
213  3gbb   6.90   4802.253125
214  3fv2   8.11   5436.131079
215  3fv1   9.30   5693.772258
216  4mgd   4.69   4615.095615
217  2qe4   7.96   5747.617626
218  1qkt   9.04   4885.311227
219  2pog   9.54   5208.510697
220  2p15  10.30   8184.871776
221  2y5h   5.79   6075.671130
222  1lpg   7.09   5982.253059
223  2xbv   8.43   7477.199563
224  1z6e   9.72   7254.990536
225  1mq6  11.15   4785.929188
226  1nc3   5.00   4958.154634
227  1nc1   6.12   5381.003633
228  1y6r  10.11   5342.474269
229  4f2w  11.30   5218.176247
230  4f3c  11.82   5967.066701
231  1uto   2.27   1920.215640
232  4abg   3.57   2692.665288
233  3gy4   5.10   2257.843096
234  1k1i   6.58   6143.175913
235  1o3f   7.96   4650.338901
236  2yge   5.06   8211.594863
237  2fxs   6.06   5478.399544
238  2iwx   6.68   5383.756251
239  2wer   7.05   5175.114224
240  2vw5   8.52   7121.605446
241  4kzq   6.10   4279.841251
242  4kzu   6.50   4363.005858
243  4j21   7.41   4787.327465
244  4j3l   7.80   5588.128584
245  3kr8   8.10   5185.352481
246  2ymd   3.16   3214.527052
247  2wnc   6.32   4767.504135
248  2xys   7.42   6185.699199
249  2wn9   8.52   4632.273575
250  2x00  11.33   8187.803263
251  3ozt   4.13   6444.884412
252  3ozs   5.33   6951.646372
253  3oe5   6.88   6413.449841
254  3oe4   7.47   6719.071316
255  3nw9   9.00   7850.536439
256  3ao4   2.07   3537.276469
257  3zt2   2.84   4452.030763
258  3zsx   3.28   5172.908600
259  4cig   3.67   4121.728309
260  3zso   5.12   5699.841900
261  3n7a   3.70   2974.163049
262  4ciw   4.82   3906.396003
263  3n86   5.64   6070.559700
264  3n76   6.85   5829.598565
265  2xb8   7.59   5637.037390
266  4bkt   3.62   3159.907507
267  4w9c   4.65   4561.103801
268  4w9l   5.02   6295.146226
269  4w9i   5.96   5340.624623
270  4w9h   6.73   5657.598313
271  3nq9   4.03   1750.802156
272  3ueu   5.24   2953.148003
273  3uev   5.89   3088.398261
274  3uew   6.31   3332.853404
275  3uex   6.92   4092.807043
276  3lka   2.82   2747.730349
277  3ehy   5.85   3816.964211
278  3tsk   7.17   7570.894249
279  3nx7   8.10   4447.364170
280  4gr0   9.55   8780.169220
281  3dxg   2.40   2952.025484
282  3d6q   3.76   2866.659741
283  1w4o   5.22   3441.213335
284  1o0h   5.92   4770.812029
285  1u1b   7.80   4787.584446

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 2.84 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.626
Standard deviation in fitting (SD) = 1.70
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmr5_rmc12_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmr5_rmc12-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
