     code  logKa         score
179  3u9q   4.38   3582.723319
180  2yfe   6.63   7832.656694
181  3fur   8.00  10152.263457
182  3b1m   8.48  12578.303789
183  2p4y   9.00  13964.943937
184  3uo4   6.52   8721.494861
185  3up2   7.40   8383.383917
186  3e5a   8.23  10154.808093
187  2wtv   8.74  11072.399753
188  3myg  10.70   7461.344906
189  3kgp   2.57   2940.217828
190  1c5z   4.01   2339.744059
191  1o5b   5.77   3487.626061
192  1owh   7.40   6416.089932
193  1sqa   9.21   8277.539021
194  4jsz   2.30   1656.686827
195  3kwa   4.08   4226.453894
196  2weg   6.50   3521.829188
197  3ryj   7.80   5652.078525
198  3dd0   9.00   4885.807769
199  2xdl   3.10   5069.323105
200  3b27   5.16   4986.660211
201  1yc1   6.17   9591.302360
202  3rlr   7.52   8078.942193
203  3rlr   7.52   8117.217669
204  3rlr   7.52   8120.311712
205  2yki   9.46  12389.583693
206  1z95   7.12  10971.816093
207  3b68   8.40  11751.434614
208  3b5r   8.77  10809.296691
209  3b65   9.27   9462.537185
210  3g0w   9.52   8889.230264
211  4u4s   2.92   4359.397523
212  1p1q   4.89   4167.627874
213  1syi   5.44   5448.529930
214  1p1n   6.80   5095.981189
215  2al5   8.40   5104.903046
216  3g2z   2.36   3204.033480
217  3g31   2.89   2511.166667
218  4de2   4.12   6869.825739
219  4de3   5.52   6085.267365
220  4de1   5.96   6510.280762
221  1vso   4.72   6273.679090
222  4dld   5.82   7765.848581
223  3gbb   6.90   6311.074744
224  3fv2   8.11   7267.655551
225  3fv1   9.30   7656.495755
226  4mgd   4.69   6364.546622
227  2qe4   7.96   8318.752235
228  1qkt   9.04   6681.787792
229  2pog   9.54   7353.545658
230  2p15  10.30  12587.250745
231  2y5h   5.79   9312.936443
232  1lpg   7.09  11371.830287
233  2xbv   8.43  11874.932197
234  1z6e   9.72  11038.316703
235  1mq6  11.15  10934.158350
236  1nc3   5.00   6444.325905
237  1nc1   6.12   7187.205942
238  1y6r  10.11   7031.869373
239  4f2w  11.30   6859.164020
240  4f3c  11.82   8133.310231
241  1uto   2.27   2312.953958
242  4abg   3.57   3390.325722
243  3gy4   5.10   2681.900307
244  1k1i   6.58   8886.054070
245  1o3f   7.96   6752.021712
246  2yge   5.06  12625.940081
247  2fxs   6.06   7491.743245
248  2iwx   6.68   6999.863640
249  2wer   7.05   6996.557760
250  2vw5   8.52  11335.171308
251  4kzq   6.10   5575.075272
252  4kzu   6.50   5593.001147
253  4j21   7.41   6323.951473
254  4j21   7.41   6324.738047
255  4j3l   7.80   7516.198246
256  3kr8   8.10   6840.588966
257  2ymd   3.16   3881.769016
258  2wnc   6.32   6599.464563
259  2xys   7.42   8576.433223
260  2wn9   8.52   6978.336126
261  2x00  11.33  12684.991368
262  3ozt   4.13   9091.225363
263  3ozs   5.33   9768.240819
264  3oe5   6.88   9374.086214
265  3oe4   7.47   9747.999510
266  3nw9   9.00  11622.074299
267  3ao4   2.07   4422.353281
268  3zt2   2.84   5812.533976
269  3zsx   3.28   7745.914867
270  4cig   3.67   8533.364892
271  3zso   5.12  10135.796625
272  3zso   5.12  10135.796625
273  3n7a   3.70   3680.020236
274  4ciw   4.82   5233.218560
275  3n86   5.64   8472.918440
276  3n76   6.85   8292.497241
277  2xb8   7.59   7961.175178
278  4bkt   3.62   4120.826884
279  4w9c   4.65   6556.457276
280  4w9l   5.02   9155.282904
281  4w9l   5.02   9151.900666
282  4w9i   5.96   7821.244855
283  4w9h   6.73   7952.928942
284  3nq9   4.03   2352.584532
285  3ueu   5.24   4188.412798
286  3uev   5.89   4515.623840
287  3uew   6.31   4819.894171
288  3uex   6.92   5983.887554
289  3lka   2.82   3446.018748
290  3ehy   5.85   5001.851254
291  3tsk   7.17  11375.684502
292  3nx7   8.10   6234.487475
293  4gr0   9.55  13438.878464
294  3dxg   2.40   4644.136880
295  3d6q   3.76   4794.980879
296  1w4o   5.22   4607.192300
297  1o0h   5.92   6826.298361
298  1u1b   7.80  12110.406188

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.53 * Score
Number of favorable sample (N) = 298
Pearson correlation coefficient (R) = 0.608
Standard deviation in fitting (SD) = 1.73
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmsd_rmc15_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,298,2);
for(i in 1:298);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmsd_rmc15-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
