     code  logKa        score
256  3ao4   2.07  3042.955549
257  3zt2   2.84  3673.976527
258  3zsx   3.28  4218.157376
259  4cig   3.67  3345.944804
260  3zso   5.12  4468.253087
261  3n7a   3.70  2541.355093
262  4ciw   4.82  3275.677979
263  3n86   5.64  5058.667958
264  3n76   6.85  4840.683800
265  2xb8   7.59  4670.816740
266  4bkt   3.62  2638.996776
267  4w9c   4.65  3732.240963
268  4w9l   5.02  5167.855891
269  4w9i   5.96  4388.570384
270  4w9h   6.73  4663.031567
271  3nq9   4.03  1458.246385
272  3ueu   5.24  2435.626643
273  3uev   5.89  2532.927329
274  3uew   6.31  2755.024477
275  3uex   6.92  3349.316848
276  3lka   2.82  2340.290147
277  3ehy   5.85  3191.305921
278  3tsk   7.17  6212.508411
279  3nx7   8.10  3661.948236
280  4gr0   9.55  7111.325327
281  3dxg   2.40  2449.223564
282  3d6q   3.76  2324.420698
283  1w4o   5.22  2860.786280
284  1o0h   5.92  3948.966632
285  1u1b   7.80  3504.584067

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 2.69 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.623
Standard deviation in fitting (SD) = 1.70
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmr5_rmc11_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmr5_rmc11-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
