     code  logKa         score
286  3uev   5.89   3138.789272
287  3uew   6.31   3332.853404
288  3uex   6.92   4031.889124
289  3lka   2.82   2750.093951
290  3ehy   5.85   3731.314781
291  3tsk   7.17   7570.894249
292  3nx7   8.10   4531.753580
293  4gr0   9.55   9061.799206
294  3dxg   2.40   3509.027818
295  3d6q   3.76   3607.313715
296  1w4o   5.22   3454.653478
297  1o0h   5.92   4869.018724
298  1u1b   7.80   7682.314653

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 2.90 * Score
Number of favorable sample (N) = 298
Pearson correlation coefficient (R) = 0.623
Standard deviation in fitting (SD) = 1.70
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmsd_rmc12_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,298,2);
for(i in 1:298);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmsd_rmc12-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
