     code  logKa         score
88   2j78   6.42   4497.067499
89   2j7h   7.19   3185.992469
90   2cet   8.02   8073.042959
91   3udh   2.85   4278.456824
92   3rsx   4.41   4230.988406
93   4djv   6.72   8907.874807
94   2vkm   8.74  16424.863697
95   4gid  10.77  16808.813939
96   4jfs   5.27   4845.627708
97   4j28   5.70   4519.032949
98   2wvt   6.12   4050.128877
99   2xii   7.20   8203.743226
100  4pcs   7.85   4203.388688
101  3rr4   4.55   5661.899868
102  1s38   5.15   3859.900719
103  1r5y   6.46   3587.408820
104  3gc5   7.26   6543.314870
105  3ge7   8.70   8244.622576
106  4dli   5.62   5921.966055
107  2zb1   6.32   8147.610421
108  4f9w   6.94   7703.081350
109  3e92   8.00   8437.590579
110  3e93   8.85  11932.154467
111  4owm   2.96   2177.294270
112  3twp   3.92   2113.877527
113  3r88   4.82   3247.900854
114  4gkm   5.17   5065.313954
115  3qqs   5.82   5164.591907
116  3gv9   2.12   2824.774865
117  3gr2   2.52   2913.073449
118  4kz6   3.10   4004.518603
119  4jxs   4.74   5902.456737
120  2r9w   5.10   8119.780958
121  2hb1   3.80   3979.428472
122  1bzc   4.92   6743.913085
123  2qbr   6.33   7503.575865
124  2qbq   7.44   8370.135532
125  2qbp   8.40   8041.340167
126  1q8t   4.76   5866.341588
127  1ydr   5.52   7167.825686
128  1q8u   5.96   7724.615206
129  1ydt   7.32  10021.413121
130  3ag9   8.05  10267.300290
131  3fcq   2.77   3936.932905
132  1z9g   5.64   4817.902117
133  1qf1   7.32   8005.909738
134  5tmn   8.04   9459.496277
135  4tmn  10.17   8272.241442
136  4ddk   2.29   3481.325875
137  4ddh   3.32   4585.035327
138  3ivg   4.30   7732.221521
139  3coz   5.57  10357.898116
140  3coy   6.02  10861.393692
141  3pxf   4.43   3581.076911
142  4eor   6.30   8733.416083
143  2xnb   6.83   8802.846456
144  1pxn   7.15   7051.116796
145  2fvd   8.52   9945.505974
146  4k77   6.63   5830.882161
147  4e5w   7.66   9220.235572
148  4ivb   8.72   7598.443005
149  4ivd   9.52   8324.981123
150  4ivc  10.00   7941.684032
151  4f09   6.70   5835.427917
152  4gfm   7.22   5702.173813
153  4hge   7.92   8261.761546
154  4e6q   8.36   7473.006112
155  4jia   9.22   7717.106357
156  2brb   4.86   6833.511134
157  2br1   5.14   8283.783895
158  3jvr   5.72   4229.422995
159  3jvs   6.54   4017.394336
160  1nvq   8.25  12598.596810
161  3acw   4.76   6398.916666
162  4ea2   6.44   8088.983926
163  2zcr   6.87   8937.703443
164  2zy1   7.40   7897.499711
165  2zcq   8.82   7779.531401
166  1bcu   3.28   4014.818880
167  3bv9   5.36  12824.800135
168  1oyt   7.24   9916.906943
169  2zda   8.40   9075.549428
170  3utu  10.92  13571.390722
171  3u9q   4.38   3625.585867
172  2yfe   6.63   7704.347457
173  3fur   8.00   9961.790799
174  3b1m   8.48  12310.797407
175  2p4y   9.00  13490.187378
176  3uo4   6.52   8623.399778
177  3up2   7.40   8450.023666
178  3e5a   8.23  10030.782756
179  2wtv   8.74  10910.725650
180  3myg  10.70   7239.420344
181  3kgp   2.57   3076.876034
182  1c5z   4.01   2405.151306
183  1o5b   5.77   3515.187603
184  1owh   7.40   6294.037005
185  1sqa   9.21   7991.151520
186  4jsz   2.30   1280.279249
187  3kwa   4.08   4235.292080
188  2weg   6.50   3680.235790
189  3ryj   7.80   5677.417361
190  3dd0   9.00   4989.811779
191  2xdl   3.10   5201.459461
192  3b27   5.16   5079.271683
193  1yc1   6.17   9559.126631
194  3rlr   7.52   8089.530561
195  2yki   9.46  12055.725374
196  1z95   7.12  10893.007011
197  3b68   8.40  11652.325609
198  3b5r   8.77  10681.522452
199  3b65   9.27   9311.542187
200  3g0w   9.52   8895.439160
201  4u4s   2.92   3110.097198
202  1p1q   4.89   4327.022856
203  1syi   5.44   5571.079169
204  1p1n   6.80   5301.414520
205  2al5   8.40   5276.010558
206  3g2z   2.36   3231.517209
207  3g31   2.89   2568.822918
208  4de2   4.12   6752.209329
209  4de3   5.52   6022.755090
210  4de1   5.96   6254.704298
211  1vso   4.72   6251.396214
212  4dld   5.82   7826.442664
213  3gbb   6.90   6496.237360
214  3fv2   8.11   7388.661509
215  3fv1   9.30   7763.810177
216  4mgd   4.69   6434.428887
217  2qe4   7.96   8270.901629
218  1qkt   9.04   6678.237795
219  2pog   9.54   7333.435143
220  2p15  10.30  12266.973641
221  2y5h   5.79   8868.663033
222  1lpg   7.09   9594.503688
223  2xbv   8.43  11115.096663
224  1z6e   9.72  10541.425088
225  1mq6  11.15   7734.388453
226  1nc3   5.00   6486.438533
227  1nc1   6.12   7195.727358
228  1y6r  10.11   7070.491313
229  4f2w  11.30   6877.708766
230  4f3c  11.82   8042.244187
231  1uto   2.27   2365.302759
232  4abg   3.57   3424.583473
233  3gy4   5.10   2742.363287
234  1k1i   6.58   9048.599459
235  1o3f   7.96   6540.964556
236  2yge   5.06  12230.100651
237  2fxs   6.06   7558.503117
238  2iwx   6.68   7186.253959
239  2wer   7.05   7120.504897
240  2vw5   8.52  10635.954561
241  4kzq   6.10   5666.421541
242  4kzu   6.50   5680.046105
243  4j21   7.41   6351.124259
244  4j3l   7.80   7585.486252
245  3kr8   8.10   6942.153604
246  2ymd   3.16   3985.380032
247  2wnc   6.32   6535.544063
248  2xys   7.42   8621.621378
249  2wn9   8.52   6743.768684
250  2x00  11.33  12281.961441
251  3ozt   4.13   8934.312517
252  3ozs   5.33   9645.597538
253  3oe5   6.88   7935.982158
254  3oe4   7.47   9432.303394
255  3nw9   9.00  11060.673841
256  3ao4   2.07   4500.435528
257  3zt2   2.84   5958.754114
258  3zsx   3.28   7262.893128
259  4cig   3.67   8276.902880
260  3zso   5.12   8652.731818
261  3n7a   3.70   3814.140795
262  4ciw   4.82   5284.660468
263  3n86   5.64   8385.957516
264  3n76   6.85   8146.369592
265  2xb8   7.59   7939.332095
266  4bkt   3.62   4147.641177
267  4w9c   4.65   6417.508946
268  4w9l   5.02   8900.355293
269  4w9i   5.96   7466.529808
270  4w9h   6.73   7820.168550
271  3nq9   4.03   2425.990768
272  3ueu   5.24   4154.774320
273  3uev   5.89   4399.094303
274  3uew   6.31   4690.218104
275  3uex   6.92   5844.471538
276  3lka   2.82   3541.642499
277  3lka   2.82   3541.642499
278  3ehy   5.85   5119.583592
279  3tsk   7.17  10909.570315
280  3nx7   8.10   6185.438085
281  4gr0   9.55  13103.019184
282  3dxg   2.40   4669.907062
283  3d6q   3.76   4059.786988
284  1w4o   5.22   4646.397017
285  1o0h   5.92   6696.278456
286  1u1b   7.80   8533.292425

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.26 * Score
Number of favorable sample (N) = 286
Pearson correlation coefficient (R) = 0.619
Standard deviation in fitting (SD) = 1.71
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmr6_fmc14_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,286,2);
for(i in 1:286);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmr6_fmc14-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
