     code  logKa        score
255  4j3l   7.80  3609.218982
256  3kr8   8.10  3407.906685
257  2ymd   3.16  2269.189003
258  2wnc   6.32  3065.915686
259  2xys   7.42  3802.945246
260  2wn9   8.52  2859.155477
261  2x00  11.33  4773.358407
262  3ozt   4.13  4256.486202
263  3ozs   5.33  4577.838792
264  3oe5   6.88  4372.761236
265  3oe4   7.47  4520.986373
266  3nw9   9.00  5186.514577
267  3ao4   2.07  2405.418088
268  3zt2   2.84  2909.734872
269  3zsx   3.28  3309.859876
270  4cig   3.67  3634.647541
271  3zso   5.12  4133.587079
272  3zso   5.12  4133.587079
273  3n7a   3.70  2034.431096
274  4ciw   4.82  2636.920950
275  3n86   5.64  4065.898046
276  3n76   6.85  3843.608611
277  2xb8   7.59  3651.452529
278  4bkt   3.62  2066.810336
279  4w9c   4.65  2871.702519
280  4w9l   5.02  3997.646422
281  4w9l   5.02  3985.659070
282  4w9i   5.96  3555.187536
283  4w9h   6.73  3608.544963
284  3nq9   4.03  1144.705038
285  3ueu   5.24  1902.669933
286  3uev   5.89  2023.999661
287  3uew   6.31  2159.969836
288  3uex   6.92  2570.155292
289  3lka   2.82  1908.081910
290  3ehy   5.85  2458.619114
291  3tsk   7.17  4949.067150
292  3nx7   8.10  2923.010575
293  4gr0   9.55  5783.933661
294  3dxg   2.40  2358.434910
295  3d6q   3.76  2348.224148
296  1w4o   5.22  2285.482496
297  1o0h   5.92  3250.514583
298  1u1b   7.80  4685.195786

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 2.52 * Score
Number of favorable sample (N) = 298
Pearson correlation coefficient (R) = 0.624
Standard deviation in fitting (SD) = 1.70
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmsd_rmc10_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,298,2);
for(i in 1:298);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmsd_rmc10-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
