     code  logKa         score
221  2y5h   5.79   8291.651505
222  1lpg   7.09   8907.091215
223  2xbv   8.43  10318.124524
224  1z6e   9.72   9821.056991
225  1mq6  11.15   7182.817465
226  1nc3   5.00   6089.485045
227  1nc1   6.12   6738.843728
228  1y6r  10.11   6645.167165
229  4f2w  11.30   6470.685131
230  4f3c  11.82   7554.765144
231  1uto   2.27   2236.720827
232  4abg   3.57   3234.479761
233  3gy4   5.10   2599.520127
234  1k1i   6.58   8393.667085
235  1o3f   7.96   6123.592646
236  2yge   5.06  11332.616547
237  2fxs   6.06   6993.052110
238  2iwx   6.68   6663.997591
239  2wer   7.05   6532.911441
240  2vw5   8.52   9909.014443
241  4kzq   6.10   5250.959428
242  4kzu   6.50   5308.455698
243  4j21   7.41   5938.002362
244  4j3l   7.80   7081.658084
245  3kr8   8.10   6474.933566
246  2ymd   3.16   3736.597190
247  2wnc   6.32   6100.232573
248  2xys   7.42   8038.629495
249  2wn9   8.52   6280.198164
250  2x00  11.33  11429.226218
251  3ozt   4.13   8301.851055
252  3ozs   5.33   8939.139110
253  3oe5   6.88   8351.675650
254  3oe4   7.47   8784.961731
255  3nw9   9.00  10320.872650
256  3ao4   2.07   4228.049801
257  3zt2   2.84   5524.678318
258  3zsx   3.28   6742.462718
259  4cig   3.67   5729.673579
260  3zso   5.12   8002.325374
261  3n7a   3.70   3532.952087
262  4ciw   4.82   4895.298496
263  3n86   5.64   7789.730513
264  3n76   6.85   7558.182894
265  2xb8   7.59   7345.619238
266  4bkt   3.62   3893.856248
267  4w9c   4.65   5964.894236
268  4w9l   5.02   8339.881609
269  4w9i   5.96   6993.210153
270  4w9h   6.73   7333.510809
271  3nq9   4.03   2197.704182
272  3ueu   5.24   3858.265182
273  3uev   5.89   4095.292400
274  3uew   6.31   4375.150723
275  3uex   6.92   5449.955017
276  3lka   2.82   3282.057291
277  3ehy   5.85   4739.294740
278  3tsk   7.17  10176.962616
279  3nx7   8.10   5742.547733
280  4gr0   9.55  11931.945513
281  3dxg   2.40   3791.139468
282  3d6q   3.76   3789.045074
283  1w4o   5.22   4315.488531
284  1o0h   5.92   6187.733182
285  1u1b   7.80   7786.782357

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.21 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.623
Standard deviation in fitting (SD) = 1.70
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmr5_rmc14_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmr5_rmc14-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
