     code  logKa         score
185  1sqa   9.21   6094.822380
186  4jsz   2.30    975.567523
187  3kwa   4.08   3466.756593
188  2weg   6.50   3149.230064
189  3ryj   7.80   4601.177793
190  3dd0   9.00   4076.598510
191  2xdl   3.10   4420.576343
192  3b27   5.16   4195.828838
193  1yc1   6.17   7498.886758
194  3rlr   7.52   6279.274337
195  2yki   9.46   9252.140478
196  1z95   7.12   8348.543816
197  3b68   8.40   8984.108907
198  3b5r   8.77   8181.392998
199  3b65   9.27   7190.348231
200  3g0w   9.52   6947.536082
201  4u4s   2.92   2394.724786
202  1p1q   4.89   3733.665543
203  1syi   5.44   4691.768745
204  1p1n   6.80   4409.064220
205  2al5   8.40   4470.503298
206  3g2z   2.36   2668.589511
207  3g31   2.89   2208.147691
208  4de2   4.12   5322.997102
209  4de3   5.52   4750.056477
210  4de1   5.96   4828.524212
211  1vso   4.72   4844.301566
212  4dld   5.82   6078.836275
213  3gbb   6.90   5332.351061
214  3fv2   8.11   6049.428169
215  3fv1   9.30   6311.682513
216  4mgd   4.69   5150.307277
217  2qe4   7.96   6358.477126
218  1qkt   9.04   5373.520901
219  2pog   9.54   5757.847145
220  2p15  10.30   9081.491542
221  2y5h   5.79   6636.329333
222  1lpg   7.09   6600.325077
223  2xbv   8.43   8239.964207
224  1z6e   9.72   7953.029935
225  1mq6  11.15   5270.278607
226  1nc3   5.00   5397.678156
227  1nc1   6.12   5878.590129
228  1y6r  10.11   5808.194141
229  4f2w  11.30   5668.994251
230  4f3c  11.82   6491.665520
231  1uto   2.27   2072.823683
232  4abg   3.57   2912.330543
233  3gy4   5.10   2431.996959
234  1k1i   6.58   6774.430594
235  1o3f   7.96   5076.613177
236  2yge   5.06   9104.520075
237  2fxs   6.06   6079.024427
238  2iwx   6.68   5965.370568
239  2wer   7.05   5822.343540
240  2vw5   8.52   7801.615110
241  4kzq   6.10   4733.146676
242  4kzu   6.50   4778.364254
243  4j21   7.41   5239.086478
244  4j3l   7.80   6125.318431
245  3kr8   8.10   5687.647031
246  2ymd   3.16   3509.778799
247  2wnc   6.32   5232.771801
248  2xys   7.42   6804.566822
249  2wn9   8.52   5103.112403
250  2x00  11.33   9025.302438
251  3ozt   4.13   7094.307092
252  3ozs   5.33   7678.092970
253  3oe5   6.88   5776.027811
254  3oe4   7.47   7373.294692
255  3nw9   9.00   8599.133944
256  3ao4   2.07   3849.473696
257  3zt2   2.84   4925.875503
258  3zsx   3.28   5711.354339
259  4cig   3.67   6370.763229
260  3zso   5.12   6323.231731
261  3n7a   3.70   3293.889096
262  4ciw   4.82   4319.836818
263  3n86   5.64   6690.782209
264  3n76   6.85   6432.795249
265  2xb8   7.59   6240.343003
266  4bkt   3.62   3442.831239
267  4w9c   4.65   5057.393216
268  4w9l   5.02   6868.419028
269  4w9i   5.96   5831.410699
270  4w9h   6.73   6168.374254
271  3nq9   4.03   1990.721989
272  3ueu   5.24   3256.853890
273  3uev   5.89   3392.807095
274  3uew   6.31   3657.789392
275  3uex   6.92   4489.452189
276  3lka   2.82   3054.989511
277  3lka   2.82   3054.989511
278  3ehy   5.85   4222.575174
279  3tsk   7.17   8300.845516
280  3nx7   8.10   4907.602463
281  4gr0   9.55  10014.671699
282  3dxg   2.40   3868.310438
283  3d6q   3.76   3143.094213
284  1w4o   5.22   3783.214506
285  1o0h   5.92   5282.682418
286  1u1b   7.80   5392.300086

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 2.91 * Score
Number of favorable sample (N) = 286
Pearson correlation coefficient (R) = 0.621
Standard deviation in fitting (SD) = 1.71
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmr6_fmc12_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,286,2);
for(i in 1:286);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmr6_fmc12-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
