     code  logKa         score
280  4w9l   5.02   9689.347296
281  4w9l   5.02   9685.343433
282  4w9i   5.96   8278.662431
283  4w9h   6.73   8411.984346
284  3nq9   4.03   2519.932447
285  3ueu   5.24   4469.692422
286  3uev   5.89   4808.718985
287  3uew   6.31   5123.074197
288  3uex   6.92   6364.294785
289  3lka   2.82   3662.507057
290  3ehy   5.85   5356.119707
291  3tsk   7.17  12089.434235
292  3nx7   8.10   6651.511225
293  4gr0   9.55  14317.245637
294  3dxg   2.40   4974.011934
295  3d6q   3.76   5083.050446
296  1w4o   5.22   4930.566870
297  1o0h   5.92   7314.699920
298  1u1b   7.80  13030.980810

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.55 * Score
Number of favorable sample (N) = 298
Pearson correlation coefficient (R) = 0.607
Standard deviation in fitting (SD) = 1.73
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmsd_fmc15_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,298,2);
for(i in 1:298);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmsd_fmc15-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
