     code  logKa         score
128  1q8u   5.96   6378.761528
129  1ydt   7.32   8103.469927
130  3ag9   8.05   7636.268512
131  3fcq   2.77   3437.789084
132  1z9g   5.64   4098.410760
133  1qf1   7.32   6620.397258
134  5tmn   8.04   7595.333143
135  4tmn  10.17   6219.510108
136  4ddk   2.29   3057.134136
137  4ddh   3.32   3974.436559
138  3ivg   4.30   6166.545665
139  3coz   5.57   8540.805405
140  3coy   6.02   8968.887713
141  3pxf   4.43   2931.991322
142  4eor   6.30   7190.913626
143  2xnb   6.83   7397.618772
144  1pxn   7.15   5982.451119
145  2fvd   8.52   8132.547754
146  4k77   6.63   4970.217035
147  4e5w   7.66   7712.543998
148  4ivb   8.72   6413.852914
149  4ivd   9.52   6911.675714
150  4ivc  10.00   6669.740739
151  4f09   6.70   5000.271071
152  4gfm   7.22   4866.089997
153  4hge   7.92   6861.429102
154  4e6q   8.36   6286.033279
155  4jia   9.22   6475.693012
156  2brb   4.86   5726.593968
157  2br1   5.14   6929.879398
158  3jvr   5.72   3626.383375
159  3jvs   6.54   4815.381344
160  1nvq   8.25  10211.231352
161  3acw   4.76   5148.149874
162  4ea2   6.44   6719.616719
163  2zcr   6.87   7331.004819
164  2zy1   7.40   6563.444217
165  2zcq   8.82   6395.208147
166  1bcu   3.28   3484.806264
167  3bv9   5.36   9978.120987
168  1oyt   7.24   8007.931486
169  2zda   8.40   7375.906196
170  3utu  10.92  10699.579295
171  3u9q   4.38   3068.790150
172  2yfe   6.63   6286.005303
173  3fur   8.00   8099.111467
174  3b1m   8.48   9992.701711
175  2p4y   9.00  10763.719392
176  3uo4   6.52   7185.508125
177  3up2   7.40   7063.375541
178  3e5a   8.23   8318.488565
179  2wtv   8.74   8871.713277
180  3myg  10.70   6152.071714
181  3kgp   2.57   2684.119705
182  1c5z   4.01   2192.451962
183  1o5b   5.77   3101.452763
184  1owh   7.40   5313.413760
185  1sqa   9.21   6573.442262
186  4jsz   2.30   1045.568022
187  3kwa   4.08   3642.729266
188  2weg   6.50   3179.777895
189  3ryj   7.80   4734.862541
190  3dd0   9.00   4227.431081
191  2xdl   3.10   4503.899522
192  3b27   5.16   4432.923420
193  1yc1   6.17   7889.392947
194  3rlr   7.52   6682.225533
195  2yki   9.46   9937.701543
196  1z95   7.12   8769.803789
197  3b68   8.40   9489.786354
198  3b5r   8.77   8639.111618
199  3b65   9.27   7608.676140
200  3g0w   9.52   7305.005049
201  4u4s   2.92   3854.360358
202  1p1q   4.89   3767.944408
203  1syi   5.44   4789.577902
204  1p1n   6.80   4497.092145
205  2al5   8.40   4542.092108
206  3g2z   2.36   2162.231306
207  3g31   2.89   2243.001948
208  4de2   4.12   5676.723926
209  4de3   5.52   5034.732073
210  4de1   5.96   5192.619038
211  1vso   4.72   5145.376933
212  4dld   5.82   6325.616114
213  3gbb   6.90   5478.581156
214  3fv2   8.11   6205.350481
215  3fv1   9.30   6524.795059
216  4mgd   4.69   5343.611688
217  2qe4   7.96   6798.594137
218  1qkt   9.04   5655.927521
219  2pog   9.54   6099.309981
220  2p15  10.30   9857.460254
221  2y5h   5.79   7213.449575
222  1lpg   7.09   7444.979900
223  2xbv   8.43   8935.704161
224  1z6e   9.72   8571.485773
225  1mq6  11.15   5977.829237
226  1nc3   5.00   5607.741877
227  1nc1   6.12   6166.920660
228  1y6r  10.11   6088.650769
229  4f2w  11.30   5932.043604
230  4f3c  11.82   6839.325604
231  1uto   2.27   2106.425594
232  4abg   3.57   3014.380466
233  3gy4   5.10   2466.591275
234  1k1i   6.58   7291.017978
235  1o3f   7.96   5455.022502
236  2yge   5.06   9878.616177
237  2fxs   6.06   6308.552511
238  2iwx   6.68   6143.875344
239  2wer   7.05   5928.874954
240  2vw5   8.52   8593.279499
241  4kzq   6.10   4832.706411
242  4kzu   6.50   4904.385463
243  4j21   7.41   5435.680971
244  4j3l   7.80   6416.980602
245  3kr8   8.10   5893.326895
246  2ymd   3.16   3519.818564
247  2wnc   6.32   5528.740011
248  2xys   7.42   7214.810133
249  2wn9   8.52   5519.436115
250  2x00  11.33   9905.347277
251  3ozt   4.13   7424.721258
252  3ozs   5.33   7998.270360
253  3oe5   6.88   7438.380886
254  3oe4   7.47   7841.498295
255  3nw9   9.00   9154.359636
256  3ao4   2.07   3928.912040
257  3zt2   2.84   5092.205919
258  3zsx   3.28   6041.352004
259  4cig   3.67   4920.306130
260  3zso   5.12   6936.341693
261  3n7a   3.70   3318.777587
262  4ciw   4.82   4477.492367
263  3n86   5.64   7016.823107
264  3n76   6.85   6774.780537
265  2xb8   7.59   6578.269122
266  4bkt   3.62   3572.586323
267  4w9c   4.65   5303.282950
268  4w9l   5.02   7351.306047
269  4w9i   5.96   6215.436931
270  4w9h   6.73   6548.902832
271  3nq9   4.03   1993.976835
272  3ueu   5.24   3436.099422
273  3uev   5.89   3598.249047
274  3uew   6.31   3871.082555
275  3uex   6.92   4802.540331
276  3lka   2.82   3063.631466
277  3ehy   5.85   4354.900553
278  3tsk   7.17   8898.511459
279  3nx7   8.10   5172.896287
280  4gr0   9.55  10393.938057
281  3dxg   2.40   3400.569870
282  3d6q   3.76   3350.431420
283  1w4o   5.22   3918.638352
284  1o0h   5.92   5547.379906
285  1u1b   7.80   6258.819423

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.02 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.626
Standard deviation in fitting (SD) = 1.70
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmr5_rmc13_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmr5_rmc13-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
