     code  logKa        score
268  3zt2   2.84  3280.179412
269  3zsx   3.28  3733.257466
270  4cig   3.67  4069.497666
271  3zso   5.12  4648.239025
272  3zso   5.12  4648.239025
273  3n7a   3.70  2297.757126
274  4ciw   4.82  2970.332579
275  3n86   5.64  4560.106305
276  3n76   6.85  4311.045268
277  2xb8   7.59  4112.742094
278  4bkt   3.62  2278.290426
279  4w9c   4.65  3175.617672
280  4w9l   5.02  4417.301837
281  4w9l   5.02  4405.647181
282  4w9i   5.96  3939.557419
283  4w9h   6.73  3989.183480
284  3nq9   4.03  1302.864377
285  3ueu   5.24  2146.867946
286  3uev   5.89  2276.287359
287  3uew   6.31  2421.716217
288  3uex   6.92  2879.595045
289  3lka   2.82  2127.504999
290  3ehy   5.85  2761.288999
291  3tsk   7.17  5507.704464
292  3nx7   8.10  3273.618711
293  4gr0   9.55  6446.316819
294  3dxg   2.40  2658.291000
295  3d6q   3.76  2606.805392
296  1w4o   5.22  2568.383749
297  1o0h   5.92  3637.089590
298  1u1b   7.80  5269.643283

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 2.56 * Score
Number of favorable sample (N) = 298
Pearson correlation coefficient (R) = 0.622
Standard deviation in fitting (SD) = 1.70
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmsd_fmc10_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,298,2);
for(i in 1:298);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmsd_fmc10-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
