     code  logKa        score
61   2w66   4.05  3012.835261
62   2w4x   4.85  2856.634549
63   2wca   5.60  3429.462291
64   2xj7   6.66  3013.973118
65   2vvn   7.30  3132.945537
66   3aru   3.22  2665.163354
67   3arv   5.64  3302.940085
68   3ary   6.00  2228.100390
69   3arq   6.40  4712.147658
70   3arp   7.15  5167.020858
71   4ih5   4.11  2904.270211
72   4ih7   5.24  2744.391354
73   3cj4   6.51  2888.648258
74   4eo8   8.15  3479.857491
75   3gnw   9.10  6539.930945
76   1gpk   5.37  3468.834704
77   1gpn   6.48  3665.925839
78   1h23   8.35  6222.759757
79   1h22   9.10  5864.070299
80   1e66   9.89  3929.462273
81   3f3a   4.19  1172.627175
82   3f3c   6.02  2676.693528
83   4mme   6.50  3717.174767
84   3f3d   7.16  1831.105075
85   3f3e   7.70  1857.953612
86   2wbg   4.45  4036.724120
87   2cbv   5.48  2381.657625
88   2j78   6.42  2684.870391
89   2j7h   7.19  2045.193809
90   2cet   8.02  4103.611458
91   3udh   2.85  2395.013595
92   3rsx   4.41  2205.282851
93   4djv   6.72  4273.612518
94   2vkm   8.74  7380.160030
95   4gid  10.77  7658.500358
96   4jfs   5.27  2594.163205
97   4j28   5.70  2393.207063
98   2wvt   6.12  2327.606556
99   2xii   7.20  4031.647834
100  4pcs   7.85  2266.921163
101  3rr4   4.55  3174.860140
102  1s38   5.15  2401.185628
103  1r5y   6.46  2265.348664
104  3gc5   7.26  3521.637275
105  3ge7   8.70  4221.758724
106  4dli   5.62  3463.597256
107  2zb1   6.32  4240.646466
108  4f9w   6.94  3930.787635
109  3e92   8.00  4361.031683
110  3e93   8.85  5990.736318
111  4owm   2.96  1476.941342
112  3twp   3.92  1401.735409
113  3r88   4.82  2073.630993
114  4gkm   5.17  3084.291985
115  3qqs   5.82  2994.743574
116  3gv9   2.12  1570.341995
117  3gr2   2.52  1756.861161
118  4kz6   3.10  2242.013329
119  4jxs   4.74  3023.047144
120  2r9w   5.10  3769.351405
121  2hb1   3.80  2236.781350
122  1bzc   4.92  3513.691421
123  2qbr   6.33  3739.897056
124  2qbq   7.44  4134.049246
125  2qbp   8.40  3515.898935
126  1q8t   4.76  3129.323071
127  1ydr   5.52  3596.395271
128  1q8u   5.96  3786.660685
129  1ydt   7.32  4791.030687
130  3ag9   8.05  3713.491711
131  3fcq   2.77  2341.300861
132  1z9g   5.64  2590.885917
133  1qf1   7.32  3994.125948
134  5tmn   8.04  4301.318145
135  4tmn  10.17  2971.232578
136  4ddk   2.29  2199.350845
137  4ddh   3.32  2767.624316
138  3ivg   4.30  3588.723605
139  3coz   5.57  5166.029073
140  3coy   6.02  5396.874771
141  3pxf   4.43  1839.948278
142  4eor   6.30  4315.474729
143  2xnb   6.83  4543.665542
144  1pxn   7.15  3688.906654
145  2fvd   8.52  4942.155079
146  4k77   6.63  3156.412327
147  4e5w   7.66  4757.030922
148  4ivb   8.72  3978.450251
149  4ivd   9.52  4281.772635
150  4ivc  10.00  4083.509741
151  4f09   6.70  3067.215032
152  4gfm   7.22  3142.543942
153  4hge   7.92  4143.911569
154  4e6q   8.36  3851.474095
155  4jia   9.22  4035.435024
156  2brb   4.86  3569.957416
157  2br1   5.14  4329.744082
158  3jvr   5.72  2449.834361
159  3jvs   6.54  1859.441008
160  1nvq   8.25  5677.863807
161  3acw   4.76  3554.259240
162  4ea2   6.44  3935.945089
163  2zcr   6.87  4627.426213
164  2zy1   7.40  4143.989319
165  2zcq   8.82  3971.967337
166  1bcu   3.28  2348.508326
167  3bv9   5.36  5621.868736
168  1oyt   7.24  4679.293657
169  2zda   8.40  4384.258088
170  3utu  10.92  5984.022524
171  3u9q   4.38  2009.583854
172  2yfe   6.63  3647.240682
173  3fur   8.00  4786.560608
174  3b1m   8.48  5733.315933
175  2p4y   9.00  6239.920558
176  3uo4   6.52  4211.371796
177  3up2   7.40  4337.517753
178  3e5a   8.23  4801.125123
179  2wtv   8.74  5031.111033
180  3myg  10.70  4007.590401
181  3kgp   2.57  1914.632861
182  1c5z   4.01  1644.458230
183  1o5b   5.77  2199.920428
184  1owh   7.40  3306.865255
185  1sqa   9.21  3903.732868
186  4jsz   2.30   678.993741
187  3kwa   4.08  2254.670569
188  2weg   6.50  2096.611855
189  3ryj   7.80  3034.475556
190  3dd0   9.00  2643.036753
191  2xdl   3.10  3044.701831
192  3b27   5.16  2854.074866
193  1yc1   6.17  4848.569510
194  3rlr   7.52  3974.975152
195  2yki   9.46  5965.807637
196  1z95   7.12  5202.348659
197  3b68   8.40  5655.004345
198  3b5r   8.77  5112.864071
199  3b65   9.27  4537.452979
200  3g0w   9.52  4458.936304
201  4u4s   2.92  1675.293939
202  1p1q   4.89  2593.970061
203  1syi   5.44  3195.372900
204  1p1n   6.80  2928.324115
205  2al5   8.40  3052.614800
206  3g2z   2.36  1721.944090
207  3g31   2.89  1530.421054
208  4de2   4.12  3503.407639
209  4de3   5.52  3149.811784
210  4de1   5.96  3086.513960
211  1vso   4.72  3165.356078
212  4dld   5.82  3832.600247
213  3gbb   6.90  3498.664874
214  3fv2   8.11  3997.422053
215  3fv1   9.30  4140.612634
216  4mgd   4.69  3277.279469
217  2qe4   7.96  3933.839214
218  1qkt   9.04  3396.185262
219  2pog   9.54  3635.922461
220  2p15  10.30  5440.103381
221  2y5h   5.79  4357.947181
222  1lpg   7.09  3831.586544
223  2xbv   8.43  5310.694895
224  1z6e   9.72  5197.887719
225  1mq6  11.15  3180.184296
226  1nc3   5.00  3628.782292
227  1nc1   6.12  3847.989828
228  1y6r  10.11  3840.829389
229  4f2w  11.30  3762.033765
230  4f3c  11.82  4259.942587
231  1uto   2.27  1536.165753
232  4abg   3.57  2066.295930
233  3gy4   5.10  1822.938064
234  1k1i   6.58  4319.783958
235  1o3f   7.96  3351.433262
236  2yge   5.06  5470.096209
237  2fxs   6.06  4031.441287
238  2iwx   6.68  3966.405508
239  2wer   7.05  3823.788397
240  2vw5   8.52  4695.321961
241  4kzq   6.10  3317.638448
242  4kzu   6.50  3348.414115
243  4j21   7.41  3625.115919
244  4j3l   7.80  4177.692636
245  3kr8   8.10  3879.178912
246  2ymd   3.16  2510.008996
247  2wnc   6.32  3386.982895
248  2xys   7.42  4298.903297
249  2wn9   8.52  3138.810982
250  2x00  11.33  5364.303850
251  3ozt   4.13  4745.457307
252  3ozs   5.33  5125.664982
253  3oe5   6.88  3557.723536
254  3oe4   7.47  4910.541761
255  3nw9   9.00  5638.116555
256  3ao4   2.07  2716.646200
257  3zt2   2.84  3213.276559
258  3zsx   3.28  3657.777623
259  4cig   3.67  3843.520912
260  3zso   5.12  3792.526691
261  3n7a   3.70  2297.757126
262  4ciw   4.82  2940.125230
263  3n86   5.64  4560.106305
264  3n76   6.85  4343.076586
265  2xb8   7.59  4135.192602
266  4bkt   3.62  2264.748432
267  4w9c   4.65  3275.743226
268  4w9l   5.02  4405.647181
269  4w9i   5.96  3784.863441
270  4w9h   6.73  4021.626045
271  3nq9   4.03  1363.755817
272  3ueu   5.24  2118.288309
273  3uev   5.89  2228.954921
274  3uew   6.31  2421.716217
275  3uex   6.92  2904.536542
276  3lka   2.82  2172.346608
277  3lka   2.82  2172.346608
278  3ehy   5.85  2864.388462
279  3tsk   7.17  5507.704464
280  3nx7   8.10  3204.893694
281  4gr0   9.55  6496.337836
282  3dxg   2.40  2640.103010
283  3d6q   3.76  1966.162483
284  1w4o   5.22  2552.855705
285  1o0h   5.92  3518.822999
286  1u1b   7.80  2879.559471

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 2.64 * Score
Number of favorable sample (N) = 286
Pearson correlation coefficient (R) = 0.613
Standard deviation in fitting (SD) = 1.72
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmr6_fmc10_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,286,2);
for(i in 1:286);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmr6_fmc10-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
